tariff_from,arpu_segment,tariff_to,n_obs,reliability,source,pct_mean,level,level_sd,contrast,contrast_sd,pct_hat,pct_sd,pct_std,pct_std_raw,conversion_raw,conversion,q_raw,q_se_raw,q_hier,q_se_hier,q_level,q_contrast,prior_q,prior_se
tariff_1,HIGH,tariff_10,9,medium,history,0.17665679289610395,-0.13538780032057748,0.03586195100728848,0.20175195196465795,0.10652375815928485,0.06636415164408047,0.11239835667138094,0.5179189884547014,0.5516307914953443,0.1267605633802817,0.13213869830020022,0.02239311459246388,0.024329673477810197,0.008769272612045886,0.015058099510112739,-0.01788996770008854,0.026659240312134423,0.02239311459246388,0.024329673477810197
tariff_1,HIGH,tariff_11,4,low,history,0.023996354399308473,-0.13538780032057748,0.03586195100728848,0.14463025522574116,0.12457073447290266,0.009242454905163677,0.12963004056609556,0.4218968514950548,0.3517702117351267,0.056338028169014086,0.06348488275654075,0.0013519072901018857,0.009930752744038557,0.0005867561660369311,0.00823331011692669,-0.008595078630017811,0.009181834796054743,0.0013519072901018857,0.009930752744038557
tariff_1,HIGH,tariff_12,2,low,history,0.40998918056931744,-0.13538780032057748,0.03586195100728848,0.18743508425849292,0.13422652053104298,0.05204728393791544,0.13893465494224133,0.42030454560385216,0.0847743210681697,0.028169014084507043,0.03661536828995172,0.011548991001952605,0.008225710303294307,0.0019057304698784623,0.005200418267156869,-0.0049572741707043875,0.0068630046405828505,0.011548991001952605,0.008225710303294307
tariff_1,HIGH,tariff_13,14,medium,history,-0.3547309197953163,-0.13538780032057748,0.03586195100728848,-0.238934146711288,0.09576037098485479,-0.3743219470318655,0.10225521102225638,0.3483999851127433,0.29510586268178407,0.19718309859154928,0.18197100817925668,-0.06994694193147082,0.02285654761278265,-0.06811574208501088,0.024507096081156678,-0.024636654519507376,-0.043479087565503505,-0.06994694193147082,0.02285654761278265
tariff_1,HIGH,tariff_4,10,medium,history,-0.0317440678819448,-0.13538780032057748,0.03586195100728848,0.007442563104178124,0.1044153883326655,-0.12794523721639936,0.11040223209116064,0.5834232080711603,0.6422709860076912,0.14084507042253522,0.13915068653815546,-0.004470995476330254,0.02863618862223017,-0.01780366759794913,0.0161220822984274,-0.01883930536349906,0.0010356377655499314,-0.004470995476330254,0.02863618862223017
tariff_1,HIGH,tariff_8,32,high,history,-0.23717832716346202,-0.13538780032057748,0.03586195100728848,-0.0652825616400837,0.07196350184594702,-0.20067036196066118,0.08040413626164253,0.46311456319727534,0.463797604996512,0.4507042253521127,0.4419758671436271,-0.1068972742145181,0.039517668072685655,-0.08869145723758874,0.03720178648543101,-0.05983814044735546,-0.02885331679023328,-0.1068972742145181,0.039517668072685655
tariff_1,LOW,tariff_10,14,medium,history,2.044636728316387,1.7414995822855064,0.10620532568542643,-0.11201552415252256,0.16064948699499423,1.629484058132984,0.19258200558645744,1.5718511866295635,1.5555760085627808,0.059574468085106386,0.06150144151097592,0.12180814551672092,0.04012615625326615,0.1002156184943334,0.02762745472580759,0.10710473470132106,-0.006889116206987676,0.12180814551672092,0.04012615625326615
tariff_1,LOW,tariff_11,2,low,history,1.2661970226340573,1.7414995822855064,0.10620532568542643,-0.11453921809889282,0.17592958281644575,1.6269603641866135,0.2055013121951199,1.780796588683201,2.451967685073768,0.00851063829787234,0.010115547887675649,0.010776144873481339,0.016592204430050467,0.016457595475279904,0.010586082906076094,0.01761622242097618,-0.0011586269456962757,0.010776144873481339,0.016592204430050467
tariff_1,LOW,tariff_13,22,high,history,2.12133522401442,1.7414995822855064,0.10620532568542643,0.2858873224902613,0.15323203369579153,2.0273869047757676,0.18643933961075834,1.1651228539348262,1.0300258774105708,0.09361702127659574,0.09485823250323488,0.19859308480134996,0.04524950128442974,0.19231433838723347,0.041801515140419854,0.16519557228072498,0.027118766106508495,0.19859308480134996,0.04524950128442974
tariff_1,LOW,tariff_21,10,medium,history,0.41937705059090574,1.7414995822855064,0.10620532568542643,-0.3118714298691995,0.20214930985333937,1.4296281524163068,0.22835042079691667,1.6408007570839667,1.655828303274162,0.0425531914893617,0.042677805271162966,0.017845831940038543,0.022955703000526802,0.06101339189899563,0.020842771577923407,0.0743233800525925,-0.013309988153596854,0.017845831940038543,0.022955703000526802
tariff_1,LOW,tariff_4,35,high,history,1.9842897277819325,1.7414995822855064,0.10620532568542643,0.016532430491827652,0.1519364637618054,1.7580320127773341,0.18537599689385328,1.5843216408186351,1.580000502495597,0.14893617021276595,0.14778325123152708,0.2955325126483729,0.060876126573676234,0.25980768661734,0.04829937382093839,0.25736447028849846,0.0024432163288415245,0.2955325126483729,0.060876126573676234
tariff_1,LOW,tariff_8,71,high,history,1.5487768447502956,1.7414995822855064,0.10620532568542643,-0.021704073125545592,0.1354840388060906,1.7197955091599608,0.17214963251531432,1.6882806823817442,1.6935027153160747,0.3021276595744681,0.2978093573358153,0.46792832330753614,0.07641563543856916,0.5121711953319492,0.07171230199990081,0.5186348714010375,-0.006463676069088273,0.46792832330753614,0.07641563543856916
tariff_1,LOW,tariff_9,81,high,history,1.9982446555687805,1.7414995822855064,0.10620532568542643,0.25918962055830796,0.13919013185922957,2.000689202843814,0.17508130685752038,1.4852573164487013,1.476879382145532,0.3446808510638298,0.34010124628271776,0.6887566685151967,0.08388764140000582,0.6804368913115583,0.08483792692339762,0.5922861783361331,0.08815071297542526,0.6887566685151967,0.08388764140000582
tariff_1,MID,tariff_10,26,high,history,0.8844752183621767,0.7553801760509713,0.051554615488861,0.11935327972676121,0.11788891651973803,0.8747334557777325,0.12866885798981068,1.1757056654874243,1.220094467575946,0.08280254777070063,0.08391918152720622,0.073236801520435,0.02411985107731278,0.07340691566333195,0.017250673458600204,0.06339088611607445,0.010016029547257495,0.073236801520435,0.02411985107731278
tariff_1,MID,tariff_11,12,medium,history,1.193371114031096,0.7553801760509713,0.051554615488861,0.18761881317272003,0.1361568936479679,0.9429989892236913,0.14559044634201912,1.3660517597223842,1.5256833626372428,0.03821656050955414,0.039004153330285014,0.045606539389723415,0.02121340083624368,0.03678087716598464,0.011610569105379207,0.02946296420934977,0.00731791295663487,0.045606539389723415,0.02121340083624368
tariff_1,MID,tariff_12,2,low,history,1.8147211636380423,0.7553801760509713,0.051554615488861,0.0390742224292375,0.1530478320178796,0.7944543984802088,0.16149773145025104,1.0849365150702095,1.6762374055768812,0.006369426751592357,0.007282616979119037,0.011558733526356958,0.01110730951688839,0.00578570709150777,0.0039272498315442985,0.005501144495798731,0.00028456259570903893,0.011558733526356958,0.01110730951688839
tariff_1,MID,tariff_13,66,high,history,0.33500871341221405,0.7553801760509713,0.051554615488861,-0.3755837035796509,0.09208914847370987,0.3797964724713204,0.10553809570395559,0.7784247192368718,0.7662435989020037,0.21019108280254778,0.208871551592745,0.07041584422040169,0.02126874322602471,0.07932867849453597,0.023648983878077824,0.15777742941416725,-0.0784487509196313,0.07041584422040169,0.02126874322602471
tariff_1,MID,tariff_21,5,low,history,0.88187128127053,0.7553801760509713,0.051554615488861,-0.15569504963675668,0.1959036251015445,0.5996851264142147,0.2025737117844534,1.4309074124048005,1.8824659754783075,0.01592356687898089,0.01568930041152263,0.014042536325963854,0.014782339337649417,0.00940864010063454,0.005214356434591051,0.011851386506972542,-0.002442746406338003,0.014042536325963854,0.014782339337649417
tariff_1,MID,tariff_4,51,high,history,0.9970311136625141,0.7553801760509713,0.051554615488861,0.10278779181102088,0.10204193712602945,0.8581679678619922,0.1143260045249411,1.17379680581423,1.1960450674045848,0.1624203821656051,0.16139879591525683,0.16193817451206438,0.03421455574225326,0.13850727670596835,0.025439762605279262,0.12191745087288149,0.016589825833086866,0.16193817451206438,0.03421455574225326
tariff_1,MID,tariff_8,125,high,history,0.7851274525206257,0.7553801760509713,0.051554615488861,0.02404799057777411,0.07490291719739177,0.7794281666287454,0.09093033257875853,1.256166206927175,1.2677871723272978,0.3980891719745223,0.3967478280749886,0.31255073746840195,0.050081038868874536,0.309236432250425,0.04181977271787434,0.29969544421912536,0.00954098803129967,0.31255073746840195,0.050081038868874536
tariff_1,MID,tariff_9,27,high,history,1.329361829815006,0.7553801760509713,0.051554615488861,0.29837765716713627,0.12800144922822843,1.0537578332181075,0.13799365703803582,1.1397964765560886,1.1770312170966224,0.08598726114649681,0.08500038103947569,0.11430818281848777,0.02866551778891939,0.0895698173468714,0.020082608410723075,0.06420760279399879,0.025362214552872627,0.11430818281848777,0.02866551778891939
tariff_10,HIGH,tariff_1,17,medium,history,-0.5760149289791726,-0.1515776547870784,0.017209741589629235,-0.4368993423015798,0.09718742992224363,-0.5884769970886582,0.09869940091243123,0.43116039309296084,0.4221326950138584,0.02514792899408284,0.025322094456420887,-0.014485582533499903,0.004319924314950865,-0.014901470105709922,0.004322915556927955,-0.003838263692001157,-0.011063206413708764,-0.014485582533499903,0.004319924314950865
