tariff_from,arpu_segment,tariff_to,n_customers,fit_label,fit,fit_current,data_cover,min_cover,dprice,pct_rule,conv_rule,q_rule,analog_tariff,pct_analog,q_analog,q,n_obs,pct_std
tariff_1,HIGH,tariff_14,11,подходит,0.864,0.227,0.909,0.818,1.2486772486772486,0.061825120752719565,0.07963859910581222,0.004923666006294265,tariff_8,-0.1253069102599675,-0.0553826303212378,-0.0553826303212378,0,0.22672550467128605
tariff_1,HIGH,tariff_15,11,частично,0.591,0.227,0.364,0.818,0.5767195767195766,-0.03742447572273601,0.05448956780923995,-0.002039243507619278,tariff_13,-0.19880214249804984,-0.03617622629856638,-0.03617622629856638,0,0.20598254482203174
tariff_1,HIGH,tariff_16,11,подходит,1.0,0.227,1.0,1.0,0.7354497354497355,-0.01397968915373074,0.09221311475409837,-0.001289110680159597,tariff_9,,,-0.001289110680159597,0,0.12800803661300364
tariff_1,HIGH,tariff_17,11,подходит,0.864,0.227,1.0,0.727,0.8412698412698413,0.00165016855893943,0.07963859910581222,0.00013141711232239313,tariff_4,-0.009544608109988473,-0.0013281387712425425,-0.0013281387712425425,0,0.12849661653982666
tariff_1,HIGH,tariff_18,11,подходит,0.909,0.227,1.0,0.818,1.0529100529100528,0.03290988398427974,0.08383010432190761,0.0027588390076240476,tariff_8,-0.1542221470284073,-0.06816246716563228,-0.06816246716563228,0,0.22672550467128605
tariff_1,HIGH,tariff_19,11,подходит,0.864,0.227,0.909,0.818,1.164021164021164,0.049321234582583445,0.07963859910581222,0.003927874028326085,tariff_8,-0.13781079643010363,-0.06090904625394892,-0.06090904625394892,0,0.22672550467128605
tariff_1,HIGH,tariff_2,11,частично,0.5,0.227,0.909,0.091,0.5291005291005291,-0.044457911693437574,0.04610655737704918,-0.0020498012563572652,tariff_4,-0.055652688362365484,-0.007744109793317171,-0.007744109793317171,0,0.12849661653982666
tariff_1,HIGH,tariff_20,11,подходит,0.955,0.227,1.0,0.909,1.1058201058201058,0.040724812840614855,0.08802160953800299,0.0035846635743648513,tariff_8,-0.14640721817207222,-0.06470845720768782,-0.06470845720768782,0,0.22672550467128605
tariff_1,HIGH,tariff_3,11,подходит,0.909,0.227,1.0,0.818,0.9470899470899471,0.0172800262716096,0.08383010432190761,0.001448586405034337,tariff_8,-0.16985200474107748,-0.07507048708152117,-0.07507048708152117,0,0.22672550467128605
tariff_1,HIGH,tariff_5,11,подходит,0.909,0.227,1.0,0.818,1.0,0.025094955127944685,0.08383010432190761,0.0021037127063291933,tariff_8,-0.1620370758847424,-0.07161647712357672,-0.07161647712357672,0,0.22672550467128605
tariff_1,HIGH,tariff_6,11,подходит,0.909,0.227,1.0,0.818,1.0,0.025094955127944685,0.08383010432190761,0.0021037127063291933,tariff_8,-0.1620370758847424,-0.07161647712357672,-0.07161647712357672,0,0.22672550467128605
tariff_1,HIGH,tariff_7,11,подходит,0.909,0.227,1.0,0.818,1.0,0.025094955127944685,0.08383010432190761,0.0021037127063291933,tariff_8,-0.1620370758847424,-0.07161647712357672,-0.07161647712357672,0,0.22672550467128605
tariff_1,LOW,tariff_14,40,подходит,0.988,0.75,0.975,1.0,1.2486772486772486,1.396889656011684,0.09106045081967214,0.12720140182176068,tariff_8,1.6056210388284964,0.4781689696983787,0.06360070091088034,0,0.6677056800217809
tariff_1,LOW,tariff_15,40,подходит,0.887,0.75,0.8,0.975,0.5767195767195766,1.1918839025240986,0.08183913934426229,0.09754275278085284,tariff_13,1.9225581591230525,0.18237046885908575,0.04877137639042642,0,0.9675468744289157
tariff_1,LOW,tariff_16,40,подходит,1.0,0.75,1.0,1.0,0.7354497354497355,1.240310458466048,0.09221311475409837,0.11437289063723804,tariff_9,1.9421732561198553,0.6605355449033268,0.05718644531861902,0,0.94597752176844
tariff_1,LOW,tariff_17,40,подходит,0.988,0.75,1.0,0.975,0.8412698412698413,1.2725948290940141,0.09106045081967214,0.11588305884808454,tariff_4,1.8868619649620586,0.2788465958072007,0.05794152942404227,0,0.8829417869646112
tariff_1,LOW,tariff_18,40,подходит,1.0,0.75,1.0,1.0,1.0529100529100528,1.3371635703499465,0.09221311475409837,0.1233040177576795,tariff_8,1.545894953166759,0.4603819825112728,0.06165200887883975,0,0.6677056800217809
