current_tariff,arpu_segment,target_tariff,source,n_history,pct_hist_raw,conv_hist_raw,pct_prior,pct_sd,pct_sd_total,conv_prior,conv_sd,conv_expected,base_prior,base_sd,dprice,pct_mock_fallback,p_positive,n_customers,arpu_mean,ratio_push,ratio_sd_push,ev_contact_push,prior_equiv_pilot_n_push,ratio_sms,ratio_sd_sms,ev_contact_sms,prior_equiv_pilot_n_sms,ratio_digital_ads,ratio_sd_digital_ads,ev_contact_digital_ads,prior_equiv_pilot_n_digital_ads,ratio_call,ratio_sd_call,ev_contact_call,prior_equiv_pilot_n_call,best_channel_prior,best_ev_contact_prior
tariff_8,HIGH,tariff_21,history_sparse,1,-0.2095471869755478,0.0011160714285714285,-0.16401667949074242,0.1073858405684939,0.18447687864499981,0.0009486093846131872,0.0010689367942974968,0.0010749152567391073,-0.00017630403114428725,0.0004172634257773801,0.05291005291005291,0.021164021164021163,0.1869771649319072,4726,7826.514594250844,-8.815201557214362e-05,0.00020863171288869006,-0.6899230363880098,14850854.739279315,-0.00011459762024378671,0.0002712212267552971,-4.896899947304413,8787488.011407878,-0.00014985842647264417,0.0003546739119107731,-23.172869161859616,5138704.062034365,-0.0002115648373731447,0.0005007161109328561,-161.65581528733122,2578273.3922359925,push,-0.6899230363880098
tariff_8,HIGH,tariff_11,history,133,0.026516215026024213,0.1484375,-0.017401215655526273,0.0429384251593289,0.1560247043104498,0.15199901101375043,0.012466167676749481,0.1722374441979188,-0.0029971409104446577,0.03059666861884357,0.582010582010582,0.2328042328042328,0.4555985967761764,4726,7826.514594250844,-0.0014985704552223289,0.015298334309421785,-11.728583538310689,2762.0008196944614,-0.0019481415917890275,0.01988783460224832,-19.247158599803896,1634.3200116535277,-0.0025475697738779586,0.026007168326017033,-41.938592015128165,955.7096261918552,-0.0035965690925335893,0.03671600234261228,-188.14860049194564,479.5140311969551,push,-11.728583538310689
tariff_8,HIGH,tariff_12,history,113,0.028348292100101386,0.12611607142857142,-0.10387957579494936,0.04557881640278981,0.15677189960155238,0.1424954723658327,0.012137609115539766,0.16146852408037005,-0.016773281785705405,0.03018746788744304,1.111111111111111,0.4444444444444444,0.2537882462904433,4726,7826.514594250844,-0.008386640892852702,0.01509373394372152,-65.6381673446526,2837.387927783861,-0.010902633160708514,0.019621854126837975,-89.3296175480484,1678.927767919444,-0.014257289517849596,0.025659347704326582,-133.58488448590944,981.7951307210592,-0.020127938142846486,0.03622496146493164,-317.53160162716625,492.6020707958093,push,-65.6381673446526
tariff_8,HIGH,tariff_14,unseen_target,0,,,-0.13557038547867412,0.2597004191905647,0.29990716518241944,0.09221311475409837,0.0,0.12698924056376656,-0.017215980294873912,0.05492257160137011,0.24867724867724855,0.09947089947089943,0.32561966228000827,4726,7826.514594250844,-0.008607990147436956,0.027461285800685055,-67.37056051608282,857.1767078587409,-0.011190387191668044,0.03569967154089057,-91.58172867090767,507.2051525791366,-0.014633583250642825,0.046684185861164594,-136.52995287734078,296.60093697534285,-0.020659176353848695,0.06590708592164413,-321.6893452385988,148.8154006699203,push,-67.37056051608282
tariff_8,HIGH,tariff_19,unseen_target,0,,,-0.14673065186406822,0.2393487056702478,0.28246734838919507,0.09221311475409837,0.0,0.12698924056376656,-0.018633214047644443,0.05245396181312356,0.16402116402116396,0.06560846560846559,0.3017197986755728,4726,7826.514594250844,-0.009316607023822221,0.02622698090656178,-72.91656084084454,939.7568441900336,-0.01211158913096889,0.03409507517853032,-98.7915290930979,556.0691385739843,-0.015838231940497775,0.044585867541155025,-145.9581534294357,325.17537861246836,-0.02235985685717333,0.06294475417574827,-334.9997460180269,163.15222989410307,push,-72.91656084084454
tariff_8,HIGH,tariff_20,unseen_target,0,,,-0.15440333500402667,0.22561723543200618,0.27093013291987533,0.09221311475409837,0.0,0.12698924056376656,-0.019607562252674182,0.05088769587748434,0.10582010582010581,0.042328042328042326,0.2843724466801385,4726,7826.514594250844,-0.009803781126337091,0.02544384793874217,-76.72943606411822,998.4964259023292,-0.01274491546423822,0.03307700232036482,-103.74826688335371,590.8262875161711,-0.016666427914773053,0.043254541495861686,-152.44004130900097,345.5004933918094,-0.023529074703209016,0.061065235052981205,-344.1506465538837,173.35007394137656,push,-76.72943606411822
tariff_8,HIGH,tariff_18,unseen_target,0,,,-0.16137850149489802,0.21335809025132002,0.26080965219042496,0.09221311475409837,0.0,0.12698924056376656,-0.020493333348155767,0.04956630586830286,0.05291005291005291,0.021164021164021163,0.2680373380774731,4726,7826.514594250844,-0.010246666674077884,0.02478315293415143,-80.19568626709432,1052.443969004916,-0.01332066667630125,0.032218098814396856,-108.25439214722262,622.7479106537967,-0.0174193333459324,0.04213135998805743,-158.33266665406032,364.16746332350044,-0.02459200001778692,0.05947956704196343,-352.46964704102635,182.71596684113126,push,-80.19568626709432
tariff_8,HIGH,tariff_5,unseen_target,0,,,-0.16835366798576934,0.20135257540262813,0.25108337185339663,0.09221311475409837,0.0,0.12698924056376656,-0.02137910444363735,0.04835080895192587,0.0,0.0,0.2512666761590585,4726,7826.514594250844,-0.010689552221818674,0.024175404475962933,-83.66193647007039,1106.0241238294327,-0.013896417888364277,0.031428025818751815,-112.76051741109151,654.4521442777706,-0.018172238777091745,0.041098187609136985,-164.22529199911966,382.7073092835407,-0.025654925332364818,0.05802097074231104,-360.78864752816895,192.01807705372093,push,-83.66193647007039
tariff_8,HIGH,tariff_6,unseen_target,0,,,-0.16835366798576934,0.20135257540262813,0.25108337185339663,0.09221311475409837,0.0,0.12698924056376656,-0.02137910444363735,0.04835080895192587,0.0,0.0,0.2512666761590585,4726,7826.514594250844,-0.010689552221818674,0.024175404475962933,-83.66193647007039,1106.0241238294327,-0.013896417888364277,0.031428025818751815,-112.76051741109151,654.4521442777706,-0.018172238777091745,0.041098187609136985,-164.22529199911966,382.7073092835407,-0.025654925332364818,0.05802097074231104,-360.78864752816895,192.01807705372093,push,-83.66193647007039
tariff_8,HIGH,tariff_7,unseen_target,0,,,-0.16835366798576934,0.20135257540262813,0.25108337185339663,0.09221311475409837,0.0,0.12698924056376656,-0.02137910444363735,0.04835080895192587,0.0,0.0,0.2512666761590585,4726,7826.514594250844,-0.010689552221818674,0.024175404475962933,-83.66193647007039,1106.0241238294327,-0.013896417888364277,0.031428025818751815,-112.76051741109151,654.4521442777706,-0.018172238777091745,0.041098187609136985,-164.22529199911966,382.7073092835407,-0.025654925332364818,0.05802097074231104,-360.78864752816895,192.01807705372093,push,-83.66193647007039
